USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW,MW,MW,AW,AW,AW,AW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
028450,99999,201705030920,350,17,***,45,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,39,27,******,30.47,******,***,***,*****,*****,*****,*****,**
028450,99999,201705030950,350,16,***,35,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,23,******,30.47,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031000,353,10,16,***,***,*,*,*,30.0,**,**,**,**,00,**,**,**,*,38,24,1034.2,*****,1008.8,***,***,*****,*****,*****,*****,33
028450,99999,201705031020,360,15,***,42,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,25,******,30.50,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031050,350,15,***,35,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,25,******,30.50,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031100,334,12,21,***,***,*,*,*,29.8,**,**,**,**,00,**,**,**,*,38,23,1034.8,*****,1009.4,***,***,*****,*****,*****,*****,32
028450,99999,201705031120,350,16,***,36,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,23,******,30.50,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031150,340,14,***,36,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,23,******,30.53,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031200,333,11,18,***,BKN,*,*,*,31.2,02,**,**,**,**,**,**,**,2,37,23,1035.5,*****,1010.1,***,***,*****,*****,*****,*****,32
028450,99999,201705031220,340,13,***,38,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,21,******,30.53,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031250,350,13,***,41,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,21,******,30.53,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031300,343,9,18,***,***,*,*,*,30.0,**,**,**,**,00,**,**,**,*,38,23,1035.9,*****,1010.5,***,***,*****,*****,*****,*****,32
028450,99999,201705031320,340,14,***,41,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,21,******,30.53,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031350,350,14,***,39,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,23,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031400,320,11,17,***,***,*,*,*,30.0,**,**,**,**,00,**,**,**,*,38,22,1036.3,*****,1010.9,***,***,*****,*****,*****,*****,32
028450,99999,201705031420,320,11,***,40,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031450,330,10,***,43,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031500,316,9,16,***,***,*,*,*,30.6,**,**,**,**,00,**,**,**,0,38,21,1036.5,*****,1011.1,***,***,*****,*****,*****,*****,32
028450,99999,201705031520,340,10,***,43,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031550,330,9,***,42,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031600,329,8,14,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,38,21,1036.8,*****,1011.3,***,***,*****,*****,*****,*****,32
028450,99999,201705031620,340,11,***,42,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031650,340,9,***,42,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,23,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031700,327,7,13,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,37,22,1036.8,*****,1011.3,***,***,*****,*****,*****,*****,32
028450,99999,201705031720,340,9,***,41,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,37,23,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031750,340,8,***,41,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,36,23,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031800,328,6,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,37,22,1037.1,*****,1011.5,39,37,*****,*****,*****,*****,32
028450,99999,201705031820,340,8,***,40,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,36,23,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031850,340,8,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,36,23,******,30.59,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031900,326,5,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,35,23,1037.5,*****,1011.9,***,***,*****,*****,*****,*****,32
028450,99999,201705031920,340,7,***,38,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,34,23,******,30.59,******,***,***,*****,*****,*****,*****,**
028450,99999,201705031950,340,8,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,34,23,******,30.59,******,***,***,*****,*****,*****,*****,**
028450,99999,201705032000,324,6,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,34,23,1037.6,*****,1012.0,***,***,*****,*****,*****,*****,32
028450,99999,201705032020,350,7,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,23,******,30.59,******,***,***,*****,*****,*****,*****,**
028450,99999,201705032050,330,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,32,21,******,30.59,******,***,***,*****,*****,*****,*****,**
028450,99999,201705032100,323,5,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,32,22,1037.5,*****,1011.8,***,***,*****,*****,*****,*****,32
028450,99999,201705032120,330,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,32,21,******,30.59,******,***,***,*****,*****,*****,*****,**
028450,99999,201705032150,330,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,32,21,******,30.59,******,***,***,*****,*****,*****,*****,**
028450,99999,201705032200,315,5,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,32,22,1037.5,*****,1011.8,***,***,*****,*****,*****,*****,32
028450,99999,201705032220,300,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,32,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705032250,310,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705032300,287,4,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,31,22,1037.3,*****,1011.5,***,***,*****,*****,*****,*****,32
028450,99999,201705032320,290,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705032350,290,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040000,278,5,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,30,22,1037.2,*****,1011.4,***,***,*****,*****,*****,*****,32
028450,99999,201705040020,300,3,***,230,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,30,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040050,280,5,***,40,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,30,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040100,267,4,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,31,22,1037.1,*****,1011.3,***,***,*****,*****,*****,*****,32
028450,99999,201705040120,270,6,***,38,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,30,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040150,240,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,21,******,30.56,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040200,231,3,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,31,22,1036.5,*****,1010.7,***,***,*****,*****,*****,*****,32
028450,99999,201705040220,240,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,21,******,30.53,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040250,240,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,23,******,30.53,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040300,231,5,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,30,22,1036.1,*****,1010.2,***,***,*****,*****,*****,*****,32
028450,99999,201705040320,230,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,23,******,30.53,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040350,230,10,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,23,******,30.53,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040400,223,5,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,31,22,1035.5,*****,1009.8,***,***,*****,*****,*****,*****,32
028450,99999,201705040420,220,10,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,23,******,30.50,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040450,220,10,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,23,******,30.50,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040500,219,7,***,***,***,*,*,*,30.7,**,**,**,**,00,**,**,**,*,32,22,1034.6,*****,1008.9,***,***,*****,*****,*****,*****,32
028450,99999,201705040520,220,11,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,32,23,******,30.50,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040550,220,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,34,23,******,30.47,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040600,213,10,14,***,BKN,*,*,*,50.0,01,**,**,**,**,**,**,**,2,35,23,1033.5,*****,1008.0,37,30,*****,*****,*****,*****,32
028450,99999,201705040620,210,14,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,36,23,******,30.47,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040650,230,14,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,37,25,******,30.45,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040700,221,11,17,***,***,*,*,*,29.4,**,**,**,**,00,**,**,**,*,40,24,1032.6,*****,1007.4,***,***,*****,*****,*****,*****,32
028450,99999,201705040720,230,14,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,37,25,******,30.45,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040750,230,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,39,25,******,30.42,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040800,221,11,20,***,***,*,*,*,27.3,**,**,**,**,00,**,**,**,*,41,24,1031.6,*****,1006.5,***,***,*****,*****,*****,*****,32
028450,99999,201705040820,240,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,41,25,******,30.42,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040850,240,16,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,41,25,******,30.42,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040900,227,13,20,722,SCT,*,*,*,50.0,01,**,**,**,**,**,**,**,1,44,24,1030.8,*****,1005.8,***,***,*****,*****,*****,*****,32
028450,99999,201705040920,230,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,43,23,******,30.39,******,***,***,*****,*****,*****,*****,**
028450,99999,201705040950,240,16,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,43,25,******,30.39,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041000,240,14,19,***,***,*,*,*,28.0,**,**,**,**,00,**,**,**,*,46,24,1029.8,*****,1004.9,***,***,*****,*****,*****,*****,31
028450,99999,201705041020,230,16,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,43,23,******,30.39,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041051,230,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,45,23,******,30.36,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041100,220,12,17,***,***,*,*,*,26.3,**,**,**,**,00,**,**,**,*,46,23,1028.9,*****,1004.1,***,***,*****,*****,*****,*****,31
028450,99999,201705041120,240,16,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,45,23,******,30.36,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041150,250,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,45,23,******,30.36,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041200,236,11,20,***,BKN,*,*,*,50.0,03,**,**,**,**,**,**,**,1,47,23,1028.4,*****,1003.7,***,***,*****,*****,*****,*****,31
028450,99999,201705041220,240,14,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,45,23,******,30.33,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041250,230,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,45,23,******,30.30,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041300,229,10,18,***,***,*,*,*,31.1,**,**,**,**,00,**,**,**,*,47,22,1027.2,*****,1002.5,***,***,*****,*****,*****,*****,31
028450,99999,201705041320,230,14,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,46,23,******,30.30,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041350,230,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,46,23,******,30.27,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041400,230,12,18,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,47,23,1026.3,*****,1001.6,***,***,*****,*****,*****,*****,31
028450,99999,201705041420,230,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,46,23,******,30.27,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041450,230,16,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,46,25,******,30.24,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041500,234,12,19,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,48,22,1025.0,*****,1000.3,***,***,*****,*****,*****,*****,31
028450,99999,201705041520,230,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,46,25,******,30.24,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041550,250,13,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,46,23,******,30.24,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041600,248,9,14,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,47,23,1024.5,*****,999.8,***,***,*****,*****,*****,*****,31
028450,99999,201705041620,240,10,***,47,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,45,25,******,30.21,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041650,230,10,***,46,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,45,25,******,30.18,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041700,224,7,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,46,24,1023.2,*****,998.5,***,***,*****,*****,*****,*****,31
028450,99999,201705041720,220,13,***,50,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,43,27,******,30.18,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041750,220,11,***,42,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,41,28,******,30.15,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041800,216,7,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,43,27,1022.4,*****,997.5,48,35,*****,*****,*****,*****,31
028450,99999,201705041820,240,13,***,44,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,43,28,******,30.15,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041850,240,16,***,42,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,43,28,******,30.12,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041900,237,9,16,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,43,28,1021.4,*****,996.6,***,***,*****,*****,*****,*****,31
028450,99999,201705041920,230,14,***,36,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,43,28,******,30.12,******,***,***,*****,*****,*****,*****,**
028450,99999,201705041950,240,15,***,34,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,41,30,******,30.09,******,***,***,*****,*****,*****,*****,**
028450,99999,201705042000,237,10,17,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,42,29,1020.3,*****,995.5,***,***,*****,*****,*****,*****,31
028450,99999,201705042020,250,13,***,36,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,41,30,******,30.09,******,***,***,*****,*****,*****,*****,**
028450,99999,201705042050,250,14,***,35,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,43,30,******,30.06,******,***,***,*****,*****,*****,*****,**
028450,99999,201705042100,242,12,20,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,42,31,1019.4,*****,994.6,***,***,*****,*****,*****,*****,30
028450,99999,201705042120,240,14,***,32,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,41,30,******,30.06,******,***,***,*****,*****,*****,*****,**
028450,99999,201705042150,240,15,***,31,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,41,32,******,30.06,******,***,***,*****,*****,*****,*****,**
028450,99999,201705042200,240,11,16,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,42,31,1018.7,*****,993.9,***,***,*****,*****,*****,*****,30
028450,99999,201705042220,240,15,***,30,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,41,30,******,30.03,******,***,***,*****,*****,*****,*****,**
028450,99999,201705042250,260,17,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,41,32,******,30.03,******,***,***,*****,*****,*****,*****,**
028450,99999,201705042300,252,10,16,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,41,32,1017.7,*****,993.0,***,***,*****,*****,*****,*****,30
028450,99999,201705042320,260,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,41,32,******,30.00,******,***,***,*****,*****,*****,*****,**
028450,99999,201705042350,270,15,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,41,32,******,30.00,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050000,260,10,18,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,40,32,1017.1,*****,992.3,***,***,*****,*****,*****,*****,30
028450,99999,201705050020,280,11,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,41,34,******,30.00,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050050,270,11,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,39,34,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050100,252,6,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,40,33,1016.7,*****,991.9,***,***,*****,*****,*****,*****,30
028450,99999,201705050120,280,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,39,34,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050150,280,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,39,34,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050200,243,4,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,40,34,1016.5,*****,991.7,***,***,*****,*****,*****,*****,30
028450,99999,201705050220,270,7,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,39,34,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050250,270,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,39,36,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050300,253,4,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,40,35,1016.4,*****,991.6,***,***,*****,*****,*****,*****,30
028450,99999,201705050320,280,7,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,41,36,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050350,290,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,41,36,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050400,242,5,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,42,35,1016.3,*****,991.5,***,***,*****,*****,*****,*****,30
028450,99999,201705050420,280,13,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,43,36,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050450,290,10,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,45,37,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050500,280,9,13,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,46,37,1015.7,*****,991.2,***,***,*****,*****,*****,*****,30
028450,99999,201705050520,300,11,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,46,37,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050550,310,9,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,46,37,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050600,295,14,21,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,48,37,1015.3,*****,990.9,48,39,*****,*****,*****,*****,29
028450,99999,201705050620,310,13,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,46,36,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050650,310,15,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,48,36,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050700,314,13,21,***,***,*,*,*,27.3,**,**,**,**,00,**,**,**,*,49,36,1015.3,*****,991.0,***,***,*****,*****,*****,*****,29
028450,99999,201705050720,300,14,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,48,36,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050750,990,11,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,50,36,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050800,303,11,21,***,***,*,*,*,25.7,**,**,**,**,00,**,**,**,*,51,36,1015.1,*****,990.8,***,***,*****,*****,*****,*****,29
028450,99999,201705050820,990,11,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,50,36,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050850,310,16,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,50,36,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050900,301,13,22,722,SCT,*,*,*,50.0,03,**,**,**,**,**,**,**,0,52,36,1015.1,*****,990.9,***,***,*****,*****,*****,*****,29
028450,99999,201705050920,310,13,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,50,36,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705050950,330,15,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,50,36,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705051000,317,13,20,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,52,35,1015.1,*****,990.9,***,***,*****,*****,*****,*****,29
